n,x,y,val,dP,lab,xT,yT
18424,5.021948,-2.225736,0,2006,NaN,NaN,NaN
18425,5.159003,-2.216909,0,2005,NaN,NaN,NaN
18426,5.304741,-2.208083,0,2001,NaN,NaN,NaN
18427,5.427107,-2.20514,0,1999,NaN,NaN,NaN
18428,5.55816,-2.208083,0,1995,NaN,NaN,NaN
18429,5.651317,-2.216909,0,1994,NaN,NaN,NaN
18430,5.709525,-2.234563,0,1993,NaN,NaN,NaN
18431,5.738624,-2.249273,0,1993,NaN,NaN,NaN
18432,5.744444,-2.266926,0,1994,NaN,NaN,NaN
18433,5.747354,-2.281636,0,1993,NaN,NaN,NaN
18434,5.747354,-2.311055,0,1992,NaN,NaN,NaN
18435,5.729895,-2.325764,0,1994,NaN,NaN,NaN
18436,5.712435,-2.340473,0,1996,NaN,NaN,NaN
18437,5.692064,-2.337531,0,1998,NaN,NaN,NaN
18438,5.686243,-2.334589,0,1999,NaN,NaN,NaN
18439,5.694974,-2.334589,0,1999,NaN,NaN,NaN
18440,5.703705,-2.334589,0,1999,NaN,NaN,NaN
18441,5.715345,-2.331647,0,1998,NaN,NaN,NaN
18442,5.721165,-2.328706,0,1997,NaN,NaN,NaN
18443,5.726985,-2.331647,0,1996,NaN,NaN,NaN
18444,5.732805,-2.334589,0,1995,NaN,NaN,NaN
18445,5.741534,-2.340473,0,1995,NaN,NaN,NaN
18446,5.750263,-2.340473,0,1994,NaN,NaN,NaN
18447,5.758992,-2.343414,0,1995,NaN,NaN,NaN
18448,5.756083,-2.343414,0,1995,NaN,NaN,NaN
18449,5.753173,-2.343414,0,1995,NaN,NaN,NaN
18450,5.750263,-2.340473,0,1995,NaN,NaN,NaN
18451,5.747354,-2.337531,0,1996,NaN,NaN,NaN
18452,5.744444,-2.343414,0,1997,NaN,NaN,NaN
18453,5.750263,-2.349298,0,1998,NaN,NaN,NaN
18454,5.758992,-2.355181,0,1997,NaN,NaN,NaN
18455,5.756083,-2.352239,0,1995,NaN,NaN,NaN
18456,5.753173,-2.346356,0,1994,NaN,NaN,NaN
18457,5.747354,-2.337531,0,1994,NaN,NaN,NaN
18458,5.750263,-2.337531,0,1996,NaN,NaN,NaN
18459,5.750263,-2.343414,0,1998,NaN,NaN,NaN
18460,5.750263,-2.349298,0,2000,NaN,NaN,NaN
18461,5.747354,-2.346356,0,2000,NaN,NaN,NaN
18462,5.744444,-2.331647,0,1998,NaN,NaN,NaN
18463,5.741534,-2.313997,0,1996,NaN,NaN,NaN
18464,5.741534,-2.296345,0,1997,NaN,NaN,NaN
18465,5.744444,-2.293403,0,1998,NaN,NaN,NaN
18466,5.747354,-2.296345,0,2001,NaN,NaN,NaN
18467,5.747354,-2.299287,0,2001,NaN,NaN,NaN
18468,5.750263,-2.31988,0,2001,NaN,NaN,NaN
18469,5.756083,-2.337531,0,2000,NaN,NaN,NaN
18470,5.758992,-2.343414,0,1999,NaN,NaN,NaN
18471,5.750263,-2.337531,0,1999,NaN,NaN,NaN
18472,5.738624,-2.328706,0,2000,NaN,NaN,NaN
18473,5.726985,-2.340473,0,2000,NaN,NaN,NaN
18474,5.724075,-2.343414,0,2000,NaN,NaN,NaN
18475,5.729895,-2.334589,0,1999,NaN,NaN,NaN
18476,5.735715,-2.322822,0,1998,NaN,NaN,NaN
18477,5.738624,-2.308113,0,1998,NaN,NaN,NaN
18478,5.753173,-2.308113,0,1999,NaN,NaN,NaN
18479,5.767721,-2.308113,0,1999,NaN,NaN,NaN
18480,5.785178,-2.308113,0,1999,NaN,NaN,NaN
18481,5.788087,-2.308113,0,1999,NaN,NaN,NaN
18482,5.767721,-2.311055,0,1999,NaN,NaN,NaN
18483,5.747354,-2.313997,0,1998,NaN,NaN,NaN
18484,5.735715,-2.316938,0,1998,NaN,NaN,NaN
18485,5.744444,-2.313997,0,1997,NaN,NaN,NaN
18486,5.744444,-2.331647,0,1999,NaN,NaN,NaN
18487,5.738624,-2.349298,0,2003,NaN,NaN,NaN
18488,5.729895,-2.366948,0,2007,NaN,NaN,NaN
18489,5.732805,-2.366948,0,2007,NaN,NaN,NaN
18490,5.726985,-2.352239,0,2006,NaN,NaN,NaN
18491,5.718255,-2.337531,0,2005,NaN,NaN,NaN
18492,5.709525,-2.322822,0,2005,NaN,NaN,NaN
18493,5.709525,-2.331647,0,2005,NaN,NaN,NaN
18494,5.712435,-2.343414,0,2005,NaN,NaN,NaN
18495,5.715345,-2.352239,0,2005,NaN,NaN,NaN
18496,5.718255,-2.352239,0,2005,NaN,NaN,NaN
18497,5.718255,-2.349298,0,2005,NaN,NaN,NaN
18498,5.732805,-2.349298,0,2005,NaN,NaN,NaN
18499,5.747354,-2.358123,0,2005,NaN,NaN,NaN
18500,5.747354,-2.364006,0,2004,NaN,NaN,NaN
18501,5.735715,-2.369889,0,2005,NaN,NaN,NaN
18502,5.724075,-2.364006,0,2006,NaN,NaN,NaN
18503,5.729895,-2.361064,0,2006,NaN,NaN,NaN
18504,5.738624,-2.346356,0,2006,NaN,NaN,NaN
18505,5.744444,-2.337531,0,2007,NaN,NaN,NaN
18506,5.744444,-2.337531,0,2008,NaN,NaN,NaN
18507,5.756083,-2.349298,0,2009,NaN,NaN,NaN
18508,5.770631,-2.358123,0,2009,NaN,NaN,NaN
18509,5.788087,-2.358123,0,2010,NaN,NaN,NaN
18510,5.790996,-2.349298,0,2010,NaN,NaN,NaN
18511,5.793906,-2.343414,0,2010,NaN,NaN,NaN
18512,5.796815,-2.346356,0,2009,NaN,NaN,NaN
18513,5.799724,-2.358123,0,2009,NaN,NaN,NaN
18514,5.802633,-2.361064,0,2008,NaN,NaN,NaN
18515,5.799724,-2.355181,0,2007,NaN,NaN,NaN
18516,5.799724,-2.346356,0,2007,NaN,NaN,NaN
18517,5.796815,-2.346356,0,2006,NaN,NaN,NaN
18518,5.793906,-2.349298,0,2006,NaN,NaN,NaN
18519,5.790996,-2.346356,0,2004,NaN,NaN,NaN
18520,5.790996,-2.343414,0,2004,NaN,NaN,NaN
18521,5.793906,-2.337531,0,2004,NaN,NaN,NaN
18522,5.796815,-2.325764,0,2008,NaN,NaN,NaN
18523,5.799724,-2.316938,0,2011,NaN,NaN,NaN
18524,5.805542,-2.311055,0,2014,NaN,NaN,NaN
18525,5.81427,-2.302229,0,2015,NaN,NaN,NaN
18526,5.822996,-2.293403,0,2016,NaN,NaN,NaN
18527,5.828814,-2.293403,0,2015,NaN,NaN,NaN
18528,5.828814,-2.302229,0,2013,NaN,NaN,NaN
18529,5.831723,-2.311055,0,2011,NaN,NaN,NaN
18530,5.831723,-2.305171,0,2010,NaN,NaN,NaN
18531,5.820088,-2.299287,0,2011,NaN,NaN,NaN
18532,5.81136,-2.296345,0,2013,NaN,NaN,NaN
18533,5.805542,-2.296345,0,2014,NaN,NaN,NaN
18534,5.81427,-2.296345,0,2013,NaN,NaN,NaN
18535,5.822996,-2.308113,0,2012,NaN,NaN,NaN
18536,5.822996,-2.325764,0,2013,NaN,NaN,NaN
18537,5.820088,-2.343414,0,2013,NaN,NaN,NaN
18538,5.817179,-2.349298,0,2014,NaN,NaN,NaN
18539,5.822996,-2.349298,0,2014,NaN,NaN,NaN
18540,5.831723,-2.352239,0,2012,NaN,NaN,NaN
18541,5.834632,-2.343414,0,2009,NaN,NaN,NaN
18542,5.828814,-2.334589,0,2010,NaN,NaN,NaN
18543,5.822996,-2.331647,0,2013,NaN,NaN,NaN
18544,5.817179,-2.337531,0,2016,NaN,NaN,NaN
18545,5.820088,-2.340473,0,2016,NaN,NaN,NaN
18546,5.837541,-2.343414,0,2018,NaN,NaN,NaN
18547,5.854993,-2.349298,0,2020,NaN,NaN,NaN
18548,5.863719,-2.358123,0,2021,NaN,NaN,NaN
18549,5.854993,-2.364006,0,2020,NaN,NaN,NaN
18550,5.846267,-2.366948,0,2018,NaN,NaN,NaN
18551,5.843358,-2.364006,0,2016,NaN,NaN,NaN
18552,5.837541,-2.364006,0,2015,NaN,NaN,NaN
18553,5.828814,-2.358123,0,2014,NaN,NaN,NaN
18554,5.817179,-2.343414,0,2016,NaN,NaN,NaN
18555,5.825905,-2.325764,0,2017,NaN,NaN,NaN
18556,5.825905,-2.316938,0,2018,NaN,NaN,NaN
18557,5.825905,-2.316938,0,2017,NaN,NaN,NaN
18558,5.822996,-2.322822,0,2017,NaN,NaN,NaN
18559,5.825905,-2.325764,0,2018,NaN,NaN,NaN
18560,5.846267,-2.325764,0,2020,NaN,NaN,NaN
18561,5.863719,-2.322822,0,2021,NaN,NaN,NaN
18562,5.886986,-2.322822,0,2020,NaN,NaN,NaN
18563,5.898619,-2.322822,0,2018,NaN,NaN,NaN
18564,5.910251,-2.337531,0,2017,NaN,NaN,NaN
18565,5.901527,-2.355181,0,2016,NaN,NaN,NaN
18566,5.889894,-2.366948,0,2019,NaN,NaN,NaN
18567,5.875353,-2.369889,0,2021,NaN,NaN,NaN
18568,5.857902,-2.375772,0,2023,NaN,NaN,NaN
18569,5.849176,-2.375772,0,2022,NaN,NaN,NaN
18570,5.84045,-2.381656,0,2021,NaN,NaN,NaN
18571,5.837541,-2.384597,0,2020,NaN,NaN,NaN
18572,5.828814,-2.384597,0,2021,NaN,NaN,NaN
18573,5.817179,-2.378714,0,2022,NaN,NaN,NaN
18574,5.81427,-2.372831,0,2022,NaN,NaN,NaN
18575,5.808451,-2.378714,0,2022,NaN,NaN,NaN
18576,5.822996,-2.384597,0,2023,NaN,NaN,NaN
18577,5.843358,-2.387539,0,2025,NaN,NaN,NaN
18578,5.878261,-2.39048,0,2026,NaN,NaN,NaN
18579,5.889894,-2.381656,0,2025,NaN,NaN,NaN
18580,5.895711,-2.378714,0,2023,NaN,NaN,NaN
18581,5.884078,-2.375772,0,2021,NaN,NaN,NaN
18582,5.875353,-2.369889,0,2022,NaN,NaN,NaN
18583,5.886986,-2.358123,0,2022,NaN,NaN,NaN
18584,5.898619,-2.343414,0,2022,NaN,NaN,NaN
18585,5.907343,-2.340473,0,2025,NaN,NaN,NaN
18586,5.910251,-2.328706,0,2028,NaN,NaN,NaN
18587,5.913159,-2.322822,0,2031,NaN,NaN,NaN
18588,5.898619,-2.313997,0,2032,NaN,NaN,NaN
18589,5.884078,-2.316938,0,2031,NaN,NaN,NaN
18590,5.881169,-2.31988,0,2030,NaN,NaN,NaN
18591,5.892802,-2.31988,0,2030,NaN,NaN,NaN
18592,5.901527,-2.316938,0,2030,NaN,NaN,NaN
18593,5.898619,-2.31988,0,2030,NaN,NaN,NaN
18594,5.901527,-2.328706,0,2030,NaN,NaN,NaN
18595,5.913159,-2.346356,0,2029,NaN,NaN,NaN
18596,5.953868,-2.361064,0,2029,NaN,NaN,NaN
18597,6.009107,-2.372831,0,2030,NaN,NaN,NaN
18598,6.113738,-2.375772,0,2031,NaN,NaN,NaN
18599,6.229947,-2.375772,0,2032,NaN,NaN,NaN
18600,6.378039,-2.369889,0,2034,NaN,NaN,NaN
18601,6.57246,-2.375772,0,2037,NaN,NaN,NaN
18602,6.818896,-2.387539,0,2039,NaN,NaN,NaN
18603,7.134541,-2.396363,0,2039,NaN,NaN,NaN
18604,7.478647,-2.414012,0,2041,NaN,NaN,NaN
18605,7.88855,-2.440484,0,2043,NaN,NaN,NaN
18606,8.265982,-2.466955,0,2042,NaN,NaN,NaN
18607,8.651312,-2.505189,0,2040,NaN,NaN,NaN
18608,8.995716,-2.555185,0,2038,NaN,NaN,NaN
18609,9.353774,-2.640462,0,2038,NaN,NaN,NaN
18610,9.656832,-2.752186,0,2040,NaN,NaN,NaN
18611,9.908014,-2.849193,0,2041,NaN,NaN,NaN
18612,10.130332,-2.949123,0,2041,NaN,NaN,NaN
18613,10.318207,-2.990265,0,2041,NaN,NaN,NaN
18614,10.474599,-3.051972,0,2041,NaN,NaN,NaN
18615,10.571198,-3.084293,0,2042,NaN,NaN,NaN
18616,10.673414,-3.116611,0,2042,NaN,NaN,NaN
18617,10.758542,-3.122487,0,2042,NaN,NaN,NaN
18618,10.846456,-3.119549,0,2042,NaN,NaN,NaN
18619,10.905982,-3.116611,0,2042,NaN,NaN,NaN
18620,10.971149,-3.090169,0,2037,NaN,NaN,NaN
18621,11.02213,-3.060787,0,2032,NaN,NaN,NaN
18622,11.050445,-3.049034,0,2030,NaN,NaN,NaN
18623,11.036288,-3.075478,0,2034,NaN,NaN,NaN
18624,11.016466,-3.113673,0,2037,NaN,NaN,NaN
18625,10.962651,-3.148927,0,2038,NaN,NaN,NaN
18626,10.900314,-3.169491,0,2038,NaN,NaN,NaN
18627,10.829444,-3.213553,0,2038,NaN,NaN,NaN
18628,10.752868,-3.245864,0,2036,NaN,NaN,NaN
18629,10.664899,-3.278172,0,2035,NaN,NaN,NaN
18630,10.548475,-3.278172,0,2034,NaN,NaN,NaN
18631,10.42059,-3.29873,0,2034,NaN,NaN,NaN
18632,10.289756,-3.322225,0,2034,NaN,NaN,NaN
18633,10.144573,-3.342782,0,2036,NaN,NaN,NaN
18634,9.987856,-3.37802,0,2039,NaN,NaN,NaN
18635,9.822427,-3.442616,0,2041,NaN,NaN,NaN
18636,9.67397,-3.516011,0,2042,NaN,NaN,NaN
18637,9.556825,-3.580589,0,2042,NaN,NaN,NaN
18638,9.436739,-3.633418,0,2043,NaN,NaN,NaN
18639,9.333742,-3.700914,0,2045,NaN,NaN,NaN
18640,9.202046,-3.744927,0,2049,NaN,NaN,NaN
18641,9.09891,-3.771333,0,2053,NaN,NaN,NaN
18642,8.987114,-3.774267,0,2057,NaN,NaN,NaN
18643,8.915413,-3.771333,0,2059,NaN,NaN,NaN
18644,8.858031,-3.759597,0,2058,NaN,NaN,NaN
18645,8.837944,-3.724388,0,2054,NaN,NaN,NaN
18646,8.837944,-3.689176,0,2051,NaN,NaN,NaN
18647,8.880986,-3.645158,0,2050,NaN,NaN,NaN
18648,8.952701,-3.630484,0,2052,NaN,NaN,NaN
18649,9.05592,-3.612874,0,2053,NaN,NaN,NaN
18650,9.156215,-3.612874,0,2053,NaN,NaN,NaN
18651,9.259317,-3.621679,0,2052,NaN,NaN,NaN
18652,9.382387,-3.636353,0,2051,NaN,NaN,NaN
18653,9.502511,-3.651027,0,2049,NaN,NaN,NaN
18654,9.625408,-3.653962,0,2048,NaN,NaN,NaN
18655,9.716808,-3.656896,0,2049,NaN,NaN,NaN
18656,9.771053,-3.662766,0,2049,NaN,NaN,NaN
18657,9.816719,-3.683307,0,2051,NaN,NaN,NaN
18658,9.839548,-3.69798,0,2051,NaN,NaN,NaN
18659,9.862373,-3.712651,0,2051,NaN,NaN,NaN
18660,9.848108,-3.712651,0,2052,NaN,NaN,NaN
18661,9.811012,-3.686242,0,2050,NaN,NaN,NaN
18662,9.765344,-3.662766,0,2048,NaN,NaN,NaN
18663,9.705385,-3.642223,0,2047,NaN,NaN,NaN
18664,9.668258,-3.651027,0,2047,NaN,NaN,NaN
18665,9.633978,-3.659831,0,2047,NaN,NaN,NaN
18666,9.60255,-3.6657,0,2048,NaN,NaN,NaN
18667,9.568257,-3.668635,0,2048,NaN,NaN,NaN
18668,9.536817,-3.668635,0,2047,NaN,NaN,NaN
18669,9.556825,-3.674504,0,2047,NaN,NaN,NaN
18670,9.579689,-3.683307,0,2048,NaN,NaN,NaN
18671,9.608265,-3.692111,0,2048,NaN,NaN,NaN
18672,9.631122,-3.680373,0,2049,NaN,NaN,NaN
18673,9.656832,-3.6657,0,2049,NaN,NaN,NaN
18674,9.67397,-3.651027,0,2049,NaN,NaN,NaN
18675,9.67397,-3.648092,0,2049,NaN,NaN,NaN
18676,9.671114,-3.648092,0,2048,NaN,NaN,NaN
18677,9.67397,-3.651027,0,2048,NaN,NaN,NaN
18678,9.682538,-3.662766,0,2048,NaN,NaN,NaN
18679,9.693962,-3.674504,0,2048,NaN,NaN,NaN
18680,9.699674,-3.683307,0,2048,NaN,NaN,NaN
18681,9.699674,-3.683307,0,2048,NaN,NaN,NaN
18682,9.693962,-3.683307,0,2049,NaN,NaN,NaN
18683,9.68825,-3.686242,0,2051,NaN,NaN,NaN
18684,9.70253,-3.689176,0,2052,NaN,NaN,NaN
18685,9.719663,-3.692111,0,2051,NaN,NaN,NaN
18686,9.73965,-3.695045,0,2051,NaN,NaN,NaN
18687,9.73965,-3.69798,0,2051,NaN,NaN,NaN
18688,9.736795,-3.700914,0,2052,NaN,NaN,NaN
18689,9.73394,-3.700914,0,2052,NaN,NaN,NaN
18690,9.736795,-3.703848,0,2052,NaN,NaN,NaN
18691,9.73965,-3.695045,0,2052,NaN,NaN,NaN
18692,9.75107,-3.689176,0,2052,NaN,NaN,NaN
18693,9.748215,-3.680373,0,2052,NaN,NaN,NaN
18694,9.73965,-3.683307,0,2051,NaN,NaN,NaN
18695,9.728229,-3.686242,0,2051,NaN,NaN,NaN
18696,9.722518,-3.689176,0,2053,NaN,NaN,NaN
18697,9.725374,-3.69798,0,2055,NaN,NaN,NaN
18698,9.725374,-3.706783,0,2059,NaN,NaN,NaN
18699,9.725374,-3.712651,0,2061,NaN,NaN,NaN
18700,9.725374,-3.721454,0,2063,NaN,NaN,NaN
18701,9.728229,-3.727322,0,2062,NaN,NaN,NaN
18702,9.731084,-3.715585,0,2063,NaN,NaN,NaN
18703,9.73965,-3.69798,0,2062,NaN,NaN,NaN
18704,9.74536,-3.686242,0,2063,NaN,NaN,NaN
18705,9.75107,-3.689176,0,2063,NaN,NaN,NaN
18706,9.75107,-3.683307,0,2063,NaN,NaN,NaN
18707,9.748215,-3.671569,0,2062,NaN,NaN,NaN
18708,9.73965,-3.659831,0,2062,NaN,NaN,NaN
18709,9.73394,-3.659831,0,2062,NaN,NaN,NaN
18710,9.731084,-3.659831,0,2061,NaN,NaN,NaN
18711,9.731084,-3.656896,0,2060,NaN,NaN,NaN
18712,9.731084,-3.656896,0,2061,NaN,NaN,NaN
18713,9.731084,-3.656896,0,2062,NaN,NaN,NaN
18714,9.736795,-3.656896,0,2063,NaN,NaN,NaN
18715,9.742505,-3.656896,0,2063,NaN,NaN,NaN
18716,9.748215,-3.656896,0,2061,NaN,NaN,NaN
18717,9.74536,-3.656896,0,2060,NaN,NaN,NaN
18718,9.73965,-3.656896,0,2058,NaN,NaN,NaN
18719,9.73394,-3.662766,0,2060,NaN,NaN,NaN
18720,9.731084,-3.6657,0,2060,NaN,NaN,NaN
18721,9.73394,-3.668635,0,2061,NaN,NaN,NaN
18722,9.736795,-3.677438,0,2060,NaN,NaN,NaN
18723,9.73965,-3.683307,0,2060,NaN,NaN,NaN
18724,9.73965,-3.692111,0,2060,NaN,NaN,NaN
18725,9.73965,-3.692111,0,2060,NaN,NaN,NaN
18726,9.73965,-3.692111,0,2059,NaN,NaN,NaN
18727,9.742505,-3.695045,0,2058,NaN,NaN,NaN
18728,9.74536,-3.69798,0,2057,NaN,NaN,NaN
18729,9.74536,-3.69798,0,2058,NaN,NaN,NaN
18730,9.748215,-3.692111,0,2060,NaN,NaN,NaN
18731,9.753925,-3.692111,0,2062,NaN,NaN,NaN
18732,9.756779,-3.692111,0,2063,NaN,NaN,NaN
18733,9.756779,-3.695045,0,2063,NaN,NaN,NaN
18734,9.75107,-3.695045,0,2063,NaN,NaN,NaN
18735,9.748215,-3.686242,0,2064,NaN,NaN,NaN
18736,9.768198,-3.680373,0,2064,NaN,NaN,NaN
18737,9.805304,-3.668635,0,2063,NaN,NaN,NaN
18738,9.868079,-3.6657,0,2062,NaN,NaN,NaN
18739,9.927978,-3.674504,0,2058,NaN,NaN,NaN
18740,10.036312,-3.686242,0,2055,NaN,NaN,NaN
18741,10.144573,-3.744927,0,2052,NaN,NaN,NaN
18742,10.258453,-3.83294,0,2053,NaN,NaN,NaN
18743,10.335276,-3.959061,0,2055,NaN,NaN,NaN
18744,10.437648,-4.088075,0,2055,NaN,NaN,NaN
18745,10.522906,-4.266866,0,2055,NaN,NaN,NaN
18746,10.559837,-4.469004,0,2055,NaN,NaN,NaN
18747,10.53427,-4.697374,0,2057,NaN,NaN,NaN
18748,10.468915,-4.890494,0,2058,NaN,NaN,NaN
18749,10.340965,-5.118583,0,2058,NaN,NaN,NaN
18750,10.141725,-5.331903,0,2058,NaN,NaN,NaN
18751,9.876637,-5.568427,0,2058,NaN,NaN,NaN
18752,9.559683,-5.796012,0,2058,NaN,NaN,NaN
18753,9.202046,-6.011756,0,2060,NaN,NaN,NaN
18754,8.806373,-6.192383,0,2062,NaN,NaN,NaN
18755,8.415605,-6.33505,0,2067,NaN,NaN,NaN
18756,8.02981,-6.433997,0,2069,NaN,NaN,NaN
18757,7.634619,-6.538722,0,2072,NaN,NaN,NaN
18758,7.253158,-6.602699,0,2073,NaN,NaN,NaN
18759,6.836282,-6.689914,0,2075,NaN,NaN,NaN
18760,6.4477,-6.73351,0,2077,NaN,NaN,NaN
18761,6.081772,-6.820678,0,2081,NaN,NaN,NaN
18762,5.805542,-6.878773,0,2085,NaN,NaN,NaN
18763,5.616386,-6.997822,0,2088,NaN,NaN,NaN
18764,5.52613,-7.090696,0,2090,NaN,NaN,NaN
18765,5.523218,-7.247337,0,2090,NaN,NaN,NaN
18766,5.587274,-7.406766,0,2090,NaN,NaN,NaN
18767,5.692064,-7.586348,0,2090,NaN,NaN,NaN
18768,5.866627,-7.725276,0,2088,NaN,NaN,NaN
18769,6.052708,-7.855438,0,2085,NaN,NaN,NaN
18770,6.290936,-7.96529,0,2082,NaN,NaN,NaN
18771,6.531847,-8.046196,0,2079,NaN,NaN,NaN
18772,6.775425,-8.072194,0,2077,NaN,NaN,NaN
18773,7.018757,-8.080859,0,2075,NaN,NaN,NaN
18774,7.192411,-8.086636,0,2075,NaN,NaN,NaN
18775,7.334129,-8.089525,0,2073,NaN,NaN,NaN
18776,7.374604,-8.057751,0,2071,NaN,NaN,NaN
18777,7.383276,-7.999968,0,2069,NaN,NaN,NaN
18778,7.325455,-7.939278,0,2071,NaN,NaN,NaN
18779,7.244481,-7.890135,0,2073,NaN,NaN,NaN
18780,7.163477,-7.846763,0,2074,NaN,NaN,NaN
18781,7.079551,-7.783136,0,2074,NaN,NaN,NaN
18782,6.984011,-7.736849,0,2074,NaN,NaN,NaN
18783,6.873947,-7.725276,0,2074,NaN,NaN,NaN
18784,6.804406,-7.739742,0,2073,NaN,NaN,NaN
18785,6.749339,-7.745529,0,2073,NaN,NaN,NaN
18786,6.714553,-7.739742,0,2073,NaN,NaN,NaN
18787,6.665265,-7.742636,0,2072,NaN,NaN,NaN
18788,6.662366,-7.754208,0,2069,NaN,NaN,NaN
18789,6.656566,-7.768672,0,2065,NaN,NaN,NaN
18790,6.665265,-7.774458,0,2064,NaN,NaN,NaN
18791,6.665265,-7.780243,0,2066,NaN,NaN,NaN
18792,6.665265,-7.806275,0,2069,NaN,NaN,NaN
18793,6.662366,-7.832304,0,2070,NaN,NaN,NaN
18794,6.659466,-7.85833,0,2070,NaN,NaN,NaN
18795,6.668165,-7.85833,0,2069,NaN,NaN,NaN
18796,6.679763,-7.867005,0,2068,NaN,NaN,NaN
18797,6.688461,-7.875679,0,2068,NaN,NaN,NaN
18798,6.682662,-7.884352,0,2069,NaN,NaN,NaN
18799,6.676863,-7.901699,0,2071,NaN,NaN,NaN
18800,6.671064,-7.916153,0,2073,NaN,NaN,NaN
18801,6.671064,-7.927716,0,2074,NaN,NaN,NaN
18802,6.668165,-7.921935,0,2074,NaN,NaN,NaN
18803,6.682662,-7.919044,0,2071,NaN,NaN,NaN
18804,6.694259,-7.919044,0,2068,NaN,NaN,NaN
18805,6.694259,-7.930606,0,2066,NaN,NaN,NaN
18806,6.679763,-7.942168,0,2066,NaN,NaN,NaN
18807,6.668165,-7.97974,0,2068,NaN,NaN,NaN
18808,6.671064,-8.005747,0,2069,NaN,NaN,NaN
18809,6.671064,-8.020194,0,2071,NaN,NaN,NaN
18810,6.668165,-8.002857,0,2070,NaN,NaN,NaN
18811,6.671064,-7.988409,0,2071,NaN,NaN,NaN
18812,6.676863,-7.97974,0,2071,NaN,NaN,NaN
18813,6.685562,-7.97396,0,2071,NaN,NaN,NaN
18814,6.69136,-7.9624,0,2071,NaN,NaN,NaN
18815,6.700058,-7.953729,0,2071,NaN,NaN,NaN
18816,6.702957,-7.947949,0,2072,NaN,NaN,NaN
18817,6.702957,-7.950839,0,2073,NaN,NaN,NaN
18818,6.705856,-7.950839,0,2074,NaN,NaN,NaN
18819,6.705856,-7.947949,0,2073,NaN,NaN,NaN
18820,6.714553,-7.942168,0,2073,NaN,NaN,NaN
18821,6.717452,-7.939278,0,2073,NaN,NaN,NaN
18822,6.726149,-7.936387,0,2073,NaN,NaN,NaN
18823,6.729048,-7.936387,0,2073,NaN,NaN,NaN
18824,6.734846,-7.936387,0,2073,NaN,NaN,NaN
18825,6.734846,-7.936387,0,2073,NaN,NaN,NaN
18826,6.726149,-7.930606,0,2074,NaN,NaN,NaN
18827,6.708755,-7.927716,0,2075,NaN,NaN,NaN
18828,6.688461,-7.924825,0,2076,NaN,NaN,NaN
18829,6.685562,-7.927716,0,2075,NaN,NaN,NaN
18830,6.694259,-7.930606,0,2074,NaN,NaN,NaN
18831,6.705856,-7.930606,0,2072,NaN,NaN,NaN
18832,6.705856,-7.933497,0,2070,NaN,NaN,NaN
18833,6.708755,-7.936387,0,2069,NaN,NaN,NaN
18834,6.714553,-7.933497,0,2069,NaN,NaN,NaN
18835,6.720351,-7.927716,0,2069,NaN,NaN,NaN
18836,6.720351,-7.924825,0,2072,NaN,NaN,NaN
18837,6.711654,-7.916153,0,2076,NaN,NaN,NaN
18838,6.700058,-7.910372,0,2078,NaN,NaN,NaN
18839,6.694259,-7.907481,0,2077,NaN,NaN,NaN
18840,6.688461,-7.913262,0,2076,NaN,NaN,NaN
18841,6.679763,-7.921935,0,2075,NaN,NaN,NaN
18842,6.673964,-7.927716,0,2074,NaN,NaN,NaN
18843,6.676863,-7.927716,0,2074,NaN,NaN,NaN
18844,6.679763,-7.930606,0,2073,NaN,NaN,NaN
18845,6.682662,-7.930606,0,2071,NaN,NaN,NaN
18846,6.685562,-7.927716,0,2070,NaN,NaN,NaN
18847,6.688461,-7.924825,0,2070,NaN,NaN,NaN
18848,6.688461,-7.936387,0,2070,NaN,NaN,NaN
18849,6.69136,-7.947949,0,2070,NaN,NaN,NaN
18850,6.688461,-7.945059,0,2069,NaN,NaN,NaN
18851,6.676863,-7.927716,0,2070,NaN,NaN,NaN
18852,6.668165,-7.910372,0,2072,NaN,NaN,NaN
18853,6.662366,-7.910372,0,2074,NaN,NaN,NaN
18854,6.662366,-7.907481,0,2074,NaN,NaN,NaN
18855,6.665265,-7.907481,0,2074,NaN,NaN,NaN
18856,6.665265,-7.90459,0,2074,NaN,NaN,NaN
18857,6.676863,-7.90459,0,2074,NaN,NaN,NaN
18858,6.688461,-7.910372,0,2072,NaN,NaN,NaN
18859,6.694259,-7.924825,0,2070,NaN,NaN,NaN
18860,6.69136,-7.939278,0,2069,NaN,NaN,NaN
18861,6.688461,-7.950839,0,2070,NaN,NaN,NaN
18862,6.685562,-7.95662,0,2071,NaN,NaN,NaN
18863,6.685562,-7.96529,0,2071,NaN,NaN,NaN
18864,6.700058,-7.97396,0,2071,NaN,NaN,NaN
18865,6.717452,-7.985519,0,2072,NaN,NaN,NaN
18866,6.731947,-7.988409,0,2072,NaN,NaN,NaN
18867,6.731947,-7.994188,0,2073,NaN,NaN,NaN
18868,6.734846,-7.991299,0,2072,NaN,NaN,NaN
18869,6.734846,-7.988409,0,2070,NaN,NaN,NaN
18870,6.731947,-7.985519,0,2068,NaN,NaN,NaN
18871,6.731947,-7.988409,0,2069,NaN,NaN,NaN
18872,6.734846,-7.988409,0,2072,NaN,NaN,NaN
18873,6.731947,-7.988409,0,2075,NaN,NaN,NaN
